City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kavieng,-2.5744,150.7967,29.24,75,84,4.04,PG,1612922800
Kabinda,-6.1333,24.4833,19.63,95,100,1.14,CD,1612922800
Chacabuco,-34.6417,-60.4739,17.78,87,0,0.89,AR,1612922800
Ancud,-41.8697,-73.8203,16.11,82,0,0.65,CL,1612922801
Kentau,43.5206,68.5094,0.38,89,100,0.77,KZ,1612922801
Ponta do Sol,32.6667,-17.1,14.44,70,70,0.45,PT,1612922801
Uray,60.1247,64.7758,-32.73,85,0,2.19,RU,1612922801
Dali,25.7,100.1833,8.95,66,0,0.78,CN,1612922801
Korčula,42.9622,17.1369,8.0,100,100,1.03,HR,1612922684
Nagua,19.3832,-69.8474,22.8,84,84,3.49,DO,1612922801
Simpang,-1.2667,104.0833,28.45,75,99,2.36,ID,1612922802
Tondon,10.3667,-13.35,20.63,82,0,0.34,GN,1612922802
Taldan,53.6667,124.8,-13.37,92,0,0.55,RU,1612922802
Shelburne,44.0787,-80.2041,-8.0,62,75,2.06,CA,1612922802
Ishigaki,24.3448,124.1572,21.0,73,75,9.26,JP,1612922802
Nikolskoye,59.7035,30.7861,-16.67,77,100,1.0,RU,1612922176
Clyde River,70.4692,-68.5914,-18.0,85,75,2.06,CA,1612922802
Palomares,17.15,-95.0667,22.55,90,4,0.67,MX,1612922802
Aasiaat,68.7098,-52.8699,-10.54,88,0,4.53,GL,1612922802
Oodweyne,9.4092,45.064,16.93,50,25,9.9,SO,1612922802
Nelson,-41.2833,173.2833,21.67,60,48,2.24,NZ,1612922802
Vilhena,-12.7406,-60.1458,21.03,94,100,1.27,BR,1612922713
Várzea Grande,-15.6467,-56.1325,30.0,51,20,2.57,BR,1612922533
George Town,5.4112,100.3354,28.0,83,20,2.06,MY,1612922803
Raahe,64.6833,24.4833,-23.0,84,90,1.54,FI,1612922803
Shunyi,40.125,116.6453,5.0,35,0,2.0,CN,1612922803
Saint-Louis,16.3333,-15.0,21.23,19,48,4.54,SN,1612922803
Chapais,49.7834,-74.8492,-18.0,85,90,1.54,CA,1612922803
Kerrobert,51.9168,-109.1348,-27.0,69,75,6.17,CA,1612922803
Dalbandin,28.8947,64.4101,10.13,47,0,2.68,PK,1612922803
Seddon,-37.8068,144.8916,31.67,47,0,6.17,AU,1612922803
Puerto Ayora,-0.7393,-90.3518,25.56,91,79,0.45,EC,1612922255
Sunrise Manor,36.2111,-115.0731,16.0,23,1,4.12,US,1612922804
Upington,-28.4478,21.2561,25.82,43,1,2.54,ZA,1612922804
Alekseyevka,50.6309,38.6903,-4.83,98,98,2.13,RU,1612922804
Araouane,18.9048,-3.5265,18.7,20,0,4.39,ML,1612922804
Baykit,61.67,96.37,-21.1,86,100,2.64,RU,1612922804
Dhārchula,29.85,80.5333,12.65,37,100,2.17,IN,1612922804
Klaksvík,62.2266,-6.589,-3.0,74,99,3.6,FO,1612922804
Kieta,-6.2167,155.6333,29.34,75,40,3.79,PG,1612922804
Priargunsk,50.3691,119.1012,-16.36,93,100,2.05,RU,1612922804
Narsaq,60.9167,-46.05,1.0,27,14,14.4,GL,1612922161
Laguna,38.421,-121.4238,15.56,63,90,3.09,US,1612922805
Katsuura,35.1333,140.3,10.0,29,75,2.57,JP,1612922805
Meulaboh,4.1363,96.1285,27.82,74,95,1.56,ID,1612922805
Chinhoyi,-17.3667,30.2,17.32,95,99,2.15,ZW,1612922805
Te Anau,-45.4167,167.7167,14.49,60,76,2.8,NZ,1612922805
Noumea,-22.2763,166.4572,29.0,70,40,7.2,NC,1612922755
Eydhafushi,5.1033,73.0708,27.91,66,99,4.29,MV,1612922805
Anadyr,64.75,177.4833,-15.0,56,0,2.0,RU,1612922805
Guerrero Negro,27.9769,-114.0611,15.13,80,0,5.88,MX,1612922805
Aykhal,66.0,111.5,-26.08,87,100,4.06,RU,1612922805
Slănic-Moldova,46.2,26.4333,5.56,93,83,1.54,RO,1612922805
Calama,-22.4667,-68.9333,16.0,51,0,9.26,CL,1612922648
Havre-St-Pierre,50.2334,-63.5986,-14.0,66,1,7.2,CA,1612922806
Pisco,-13.7,-76.2167,22.0,78,0,3.6,PE,1612922806
Pevek,69.7008,170.3133,-20.21,75,0,1.36,RU,1612922683
Vestmanna,62.1564,-7.1664,-3.0,74,66,3.6,FO,1612922806
Port Blair,11.6667,92.75,25.54,60,62,5.49,IN,1612922806
Porto-Novo,6.4965,2.6036,29.0,84,40,6.17,BJ,1612922806
Fougamou,-1.2154,10.5838,23.92,92,100,0.73,GA,1612922656
Bethel,41.3712,-73.414,-4.44,93,51,1.77,US,1612922806
Okhotsk,59.3833,143.3,-7.35,94,100,9.03,RU,1612922806
Bajil,15.0584,43.2851,23.02,74,6,1.28,YE,1612922806
Bambous Virieux,-20.3428,57.7575,25.0,83,40,1.54,MU,1612922806
Kalga,50.9251,118.898,-16.02,93,100,2.32,RU,1612922807
Thanh Hoa,19.8,105.7667,18.65,71,0,2.58,VN,1612922807
San Miguel de Cozumel,20.5083,-86.9458,26.11,88,75,4.64,MX,1612922810
Kincardine,56.0667,-3.7167,-2.0,86,75,4.12,GB,1612922810
Usinsk,65.9939,57.5281,-30.96,87,94,2.0,RU,1612922810
Erdenet,49.0333,104.0833,-4.6,86,100,0.93,MN,1612922810
Bafoulabé,13.8065,-10.8321,24.42,18,7,2.36,ML,1612922810
Inhambane,-23.865,35.3833,25.3,88,4,4.37,MZ,1612922810
Kolyshley,52.7005,44.5367,-16.1,94,100,5.27,RU,1612922810
Kirakira,-10.4544,161.9205,29.83,70,31,2.83,SB,1612922811
Thompson,55.7435,-97.8558,-34.0,75,40,1.54,CA,1612922811
Dalvik,65.9702,-18.5286,-6.0,93,90,1.03,IS,1612922811
Sitka,57.0531,-135.33,-10.0,41,40,5.14,US,1612922811
Pak Phanang,8.3511,100.202,26.0,94,20,1.54,TH,1612922811
Cape Town,-33.9258,18.4232,20.0,77,0,6.69,ZA,1612922340
Tiarei,-17.5333,-149.3333,29.0,61,75,6.69,PF,1612922811
Tottori-shi,35.5,134.2333,6.0,65,75,3.6,JP,1612922758
Varazze,44.3595,8.5741,11.0,93,75,3.09,IT,1612922811
Chokurdakh,70.6333,147.9167,-25.52,87,0,1.13,RU,1612922190
San Patricio,28.017,-97.5169,20.0,94,90,6.17,US,1612922812
Los Llanos de Aridane,28.6585,-17.9182,17.0,72,0,2.57,ES,1612922813
Carnarvon,-24.8667,113.6333,26.0,73,0,11.32,AU,1612922813
Severo-Kuril'sk,50.6789,156.125,-2.32,89,100,5.8,RU,1612922813
Portland,45.5234,-122.6762,5.0,60,20,2.57,US,1612922624
Leh,34.1667,77.5833,-10.27,82,97,0.66,IN,1612922586
La Victoria,10.2184,-67.3302,26.0,89,40,1.94,VE,1612922813
Vardø,70.3705,31.1107,-5.8,89,100,5.95,NO,1612922813
Moose Factory,51.2585,-80.6094,-21.0,84,90,1.54,CA,1612922814
Castro,-24.7911,-50.0119,14.27,91,100,2.93,BR,1612922254
Hasaki,35.7333,140.8333,10.0,36,75,3.6,JP,1612922814
Chitral,35.8462,71.7858,3.45,46,0,2.98,PK,1612922814
Great Falls,47.5002,-111.3008,-26.67,69,1,2.57,US,1612922553
Haines Junction,60.7522,-137.5108,-33.0,56,44,0.54,CA,1612922240
Tasiilaq,65.6145,-37.6368,-10.0,62,75,1.67,GL,1612922652
Muli,2.9167,73.5667,27.62,75,47,6.99,MV,1612922766
Anzio,41.4853,12.6179,13.89,85,100,1.34,IT,1612922814
Hailun,47.45,126.9333,-11.83,95,86,2.36,CN,1612922814
Kruisfontein,-34.0033,24.7314,16.11,94,1,1.67,ZA,1612922814
Luena,-11.7833,19.9167,17.74,93,100,3.26,AO,1612922814
Horta,38.5333,-28.6333,15.08,87,100,7.15,PT,1612922814
Harbour Breton,47.4833,-55.7983,-3.05,90,0,12.06,CA,1612922815
Pangkalanbuun,-2.6833,111.6167,29.77,69,78,1.98,ID,1612922815
Kholm,59.2667,32.85,-16.26,91,100,1.37,RU,1612922815
Port Elizabeth,-33.918,25.5701,19.0,94,0,1.54,ZA,1612922815
Zhongshu,24.5167,103.7667,8.74,77,0,0.82,CN,1612922815
Codrington,-38.2667,141.9667,28.02,35,0,1.83,AU,1612922203
Serenje,-13.2325,30.2352,16.94,97,100,0.54,ZM,1612922815
Rypefjord,70.6333,23.6667,-6.0,79,40,5.66,NO,1612922815
La Libertad,-2.2333,-80.9,24.7,85,100,3.72,EC,1612922815
Jamame,0.0722,42.7506,23.84,83,73,4.8,SO,1612922815
Buraidah,26.326,43.975,9.0,87,99,1.05,SA,1612922551
Malartic,48.1335,-78.1328,-15.0,85,40,2.06,CA,1612922816
Walvis Bay,-22.9575,14.5053,18.89,88,82,1.54,NA,1612922583
Vao,-22.6667,167.4833,25.61,79,12,5.64,NC,1612922816
Paamiut,61.994,-49.6678,-2.65,84,95,4.61,GL,1612922816
Touros,-5.1989,-35.4608,27.0,78,75,3.09,BR,1612922729
Linares,-35.85,-71.6,20.34,61,0,0.46,CL,1612922816
Bredasdorp,-34.5322,20.0403,14.0,88,87,1.4,ZA,1612922243
Komatipoort,-25.4332,31.9548,22.22,95,10,2.09,ZA,1612922816
Enid,36.3956,-97.8784,-7.0,86,90,3.81,US,1612922816
Leshukonskoye,64.8989,45.7622,-26.48,89,100,0.54,RU,1612922816
Angoche,-16.2325,39.9086,24.75,89,100,2.34,MZ,1612922816
Lompoc,34.6391,-120.4579,12.0,76,75,3.09,US,1612922817
Oshakati,-17.7833,15.6833,21.79,75,100,1.38,NA,1612922819
Tashla,51.7716,52.7427,-20.13,91,100,5.59,RU,1612922819
Laas,46.6166,10.7002,3.89,86,75,2.06,IT,1612922819
St. George's,12.0564,-61.7485,26.0,73,20,5.66,GD,1612922654
Chipinge,-20.1883,32.6236,17.54,96,100,0.91,ZW,1612922819
Ballina,-28.8667,153.5667,26.0,73,90,4.12,AU,1612922819
Palizada,18.25,-92.0833,25.0,88,1,3.09,MX,1612922819
Goundi,9.3627,17.366,19.14,23,81,1.53,TD,1612922820
São João da Barra,-21.6403,-41.0511,23.42,85,77,3.25,BR,1612922820
Gravdal,68.1214,13.5031,-2.74,87,87,3.71,NO,1612922820
Mareeba,-17.0,145.4333,30.0,70,40,0.51,AU,1612922820
Soledade,-28.8183,-52.5103,15.08,97,99,1.85,BR,1612922820
Chato,-2.6378,31.7669,18.26,87,100,1.9,TZ,1612922820
Petropavl,54.8753,69.1628,-27.55,88,99,4.28,KZ,1612922820
Santa María del Oro,25.9333,-105.3667,17.14,26,0,6.39,MX,1612922820
Sinnamary,5.3833,-52.95,25.02,81,73,5.28,GF,1612922821
Chilca,-12.5211,-76.7372,24.44,78,0,4.12,PE,1612922821
Galle,6.0367,80.217,23.74,86,86,2.06,LK,1612922822
Amahai,-3.3333,128.9167,31.47,57,50,0.77,ID,1612922822
Lorengau,-2.0226,147.2712,29.7,71,100,2.64,PG,1612922822
Caravelas,-17.7125,-39.2481,24.16,82,97,1.92,BR,1612922822
Arauca,7.0847,-70.7591,26.46,66,26,1.84,CO,1612922822
Pacific Grove,36.6177,-121.9166,12.22,82,90,2.06,US,1612922610
San Cristobal,7.7669,-72.225,20.02,87,89,0.91,VE,1612922822
Mackay,-21.15,149.2,29.0,61,75,6.17,AU,1612922586
Ola,59.5833,151.2833,-4.9,92,100,15.0,RU,1612922822
San Jose,37.3394,-121.895,14.44,67,75,3.6,US,1612922823
Sabang,5.8933,95.3214,27.52,80,3,5.43,ID,1612922823
Denizli Province,37.8402,29.0698,9.0,66,75,6.17,TR,1612922823
Nelson Bay,-32.7167,152.15,22.78,68,75,4.63,AU,1612922823
San Andrés,12.5847,-81.7006,27.0,78,75,5.14,CO,1612922823
Zhigansk,66.7697,123.3711,-30.72,84,10,2.02,RU,1612922823
Saint George,37.1041,-113.5841,14.0,24,20,1.2,US,1612922746
Kaitangata,-46.2817,169.8464,13.89,90,100,2.24,NZ,1612922525
Torrijos,39.9819,-4.2835,9.44,79,81,13.76,ES,1612922824
Nanortalik,60.1432,-45.2371,-2.12,86,0,7.54,GL,1612922824
Tingi,-11.3,35.0333,18.07,89,100,1.17,TZ,1612922534
Nadym,65.5333,72.5167,-33.61,84,0,4.97,RU,1612922824
Jefferson City,38.5767,-92.1735,-8.0,62,90,2.57,US,1612922824
Selma,36.5708,-119.6121,16.0,72,90,3.6,US,1612922824
León,21.1167,-101.6667,18.0,25,1,1.07,MX,1612922631
Saint-Leu,-21.15,55.2833,24.44,60,96,1.6,RE,1612922825
Balikpapan,-1.2675,116.8289,29.0,84,40,2.57,ID,1612922825
Lavrentiya,65.5833,-171.0,-24.74,78,0,6.77,RU,1612922825
Hirado,33.3597,129.5531,11.67,70,40,3.6,JP,1612922825
Saldanha,-33.0117,17.9442,18.0,82,0,4.63,ZA,1612922825
Santa Marta,11.2408,-74.199,30.0,54,20,4.12,CO,1612922825
Zhangaözen,43.3,52.8,2.49,82,67,5.55,KZ,1612922825
Bilma,18.6853,12.9164,18.24,23,0,3.16,NE,1612922399
Yulara,-25.2406,130.9889,34.0,43,55,7.2,AU,1612922825
Nago,26.5881,127.9761,20.0,64,75,6.17,JP,1612922825
Esperance,-33.8667,121.9,23.0,49,40,2.57,AU,1612922825
Baruun-Urt,46.6806,113.2792,-9.98,90,100,6.02,MN,1612922826
Robertsport,6.7533,-11.3686,26.79,87,20,3.17,LR,1612922826
Bosaso,11.2842,49.1816,22.04,71,42,3.64,SO,1612922826
Novikovo,51.1537,37.8879,-4.91,98,100,0.3,RU,1612922693
Coquimbo,-29.9533,-71.3436,16.0,88,40,3.09,CL,1612922762
Tepeojuma,18.7167,-98.45,18.0,34,20,5.14,MX,1612922826
Smithers,54.7804,-127.1743,-20.0,54,20,3.6,CA,1612922723
Mumford,5.2618,-0.759,27.03,86,33,4.72,GH,1612922826
Kisiwani,-4.1333,37.95,20.85,89,100,0.79,TZ,1612922826
Ji’an,27.1172,114.9793,9.84,95,100,3.3,CN,1612922826
Gizo Government Station,-8.103,156.8419,29.68,69,62,4.07,SB,1612922826
Skellefteå,64.7507,20.9528,-18.89,84,0,2.06,SE,1612922827
Kavaratti,10.5669,72.642,27.28,70,0,5.34,IN,1612922759
Marsh Harbour,26.5412,-77.0636,23.76,85,7,1.73,BS,1612922828
Bathsheba,13.2167,-59.5167,24.0,78,75,6.69,BB,1612922828
Valdosta,30.8327,-83.2785,18.0,94,90,1.76,US,1612922828
Iqaluit,63.7506,-68.5145,-17.0,78,1,1.45,CA,1612922829
Mehamn,71.0357,27.8492,-6.18,89,100,8.76,NO,1612922829
Dobrinka,52.1653,40.4731,-13.5,96,87,2.54,RU,1612922829
Mirwah,13.9228,43.9176,16.08,70,22,0.53,YE,1612922829
Lukulu,-14.3707,23.242,18.74,96,100,2.62,ZM,1612922829
Xiuyan,40.2928,123.2744,-0.22,89,31,1.34,CN,1612922829
Seymchan,62.8833,152.4333,-17.43,89,82,5.1,RU,1612922829
Erenhot,43.6475,111.9767,-6.2,91,0,3.79,CN,1612922829
Bengkulu,-3.8004,102.2655,27.66,70,96,1.59,ID,1612922829
West Wendover,40.7391,-114.0733,9.0,46,90,1.54,US,1612922829
Oranjemund,-28.55,16.4333,17.01,84,0,4.4,NA,1612922829
Tupiza,-21.45,-65.7167,12.66,65,98,2.2,BO,1612922828
Isangel,-19.55,169.2667,29.0,74,75,4.12,VU,1612922830
Kulhudhuffushi,6.6221,73.07,27.69,64,82,2.54,MV,1612922830
Norman Wells,65.282,-126.8329,-37.0,67,20,2.06,CA,1612922254
Muros,42.7762,-9.0603,8.89,87,23,0.45,ES,1612922830
Iwaki,37.05,140.8833,7.78,43,11,1.34,JP,1612922830
Lethem,3.3803,-59.7968,26.98,59,55,4.63,GY,1612922830
Maracanã,-0.7667,-47.45,24.29,95,100,0.5,BR,1612922831
Victor Harbor,-35.5667,138.6167,32.78,26,2,1.58,AU,1612922831
Rāwatsār,29.2833,74.3833,12.54,38,0,0.24,IN,1612922831
Hamilton,39.1834,-84.5333,-3.33,74,90,3.6,US,1612922682
Nānākuli,21.3906,-158.1547,25.0,41,1,5.14,US,1612922831
Inuvik,68.3499,-133.7218,-37.0,67,0,1.54,CA,1612922831
Paka,4.6374,103.4368,25.0,94,40,0.51,MY,1612922831
Verkhniachka,48.8285,30.0396,-3.16,96,100,5.93,UA,1612922831
Takoradze,4.8845,-1.7554,26.64,87,81,3.59,GH,1612922831
Chara,56.9064,118.2631,-9.92,86,100,0.69,RU,1612922831
Knyaginino,55.8228,45.0349,-14.81,94,100,4.97,RU,1612922832
Luwuk,-0.9516,122.7875,30.25,62,90,1.01,ID,1612922833
Emerald,-23.5333,148.1667,28.0,57,75,4.63,AU,1612922833
Hambantota,6.1241,81.1185,21.0,94,71,3.09,LK,1612922833
Sørland,67.667,12.6934,-0.91,81,5,4.55,NO,1612922833
Fairbanks,64.8378,-147.7164,-26.0,64,1,2.01,US,1612922833
Comodoro Rivadavia,-45.8667,-67.5,19.0,82,0,2.78,AR,1612922833
Ipilan,8.8431,117.9033,28.1,73,20,0.79,PH,1612922833
Columbus,39.9612,-82.9988,-6.0,79,90,4.12,US,1612922833
Lesnoy,57.6198,63.0784,-30.58,86,0,2.51,RU,1612922834
Tual,-5.6667,132.75,28.66,77,23,6.62,ID,1612922834
Ostrovnoy,68.0531,39.5131,-14.55,93,86,7.74,RU,1612922253
Marsá Maţrūḩ,31.3525,27.2453,10.0,87,35,1.03,EG,1612922834
Arvika,59.6553,12.5852,-15.0,100,95,0.51,SE,1612922834
Boyolangu,-8.1181,111.8935,27.28,77,100,2.48,ID,1612922834
Kirovskiy,45.0917,133.5136,-10.51,93,59,1.74,RU,1612922834
Torbay,47.6666,-52.7314,-1.11,93,90,12.86,CA,1612922717
Hervey Bay,-25.2986,152.8535,26.67,58,17,3.58,AU,1612922834
Caucayá,-0.1934,-74.7819,25.84,73,95,0.95,CO,1612922834
Ixtapa,20.7,-105.2,22.22,83,40,2.57,MX,1612922835
Pueblo,38.2545,-104.6091,-7.0,86,90,2.57,US,1612922835
Manas,42.7275,47.6785,3.0,93,1,2.0,RU,1612922835
Kumul,42.8,93.45,1.97,70,100,3.63,CN,1612922835
Eureka,40.8021,-124.1637,9.44,88,98,1.34,US,1612922835
Honningsvåg,70.9821,25.9704,-4.42,89,100,9.89,NO,1612922835
Fasa,28.9383,53.6482,5.0,70,0,2.15,IR,1612922835
Colgong,25.2667,87.2167,15.19,59,17,0.81,IN,1612922835
Port Hedland,-20.3167,118.5667,31.0,62,79,4.12,AU,1612922835
Ungheni,47.2042,27.7958,3.0,93,99,5.14,MD,1612922835
Atambua,-9.1061,124.8925,26.58,80,100,1.78,ID,1612922835
Praia,14.9215,-23.5087,20.0,83,0,5.66,CV,1612922836
Manokwari,-0.8667,134.0833,27.78,78,100,3.42,ID,1612922836
Beihai,21.4833,109.1,16.88,80,43,7.23,CN,1612922836
Zhangjiakou,40.81,114.8794,-0.22,77,0,1.41,CN,1612922836
Taltal,-25.4,-70.4833,19.09,75,6,1.75,CL,1612922836
Stavyshche,50.4,29.5333,-6.0,86,90,3.0,UA,1612922836
Kiryat Gat,31.61,34.7642,13.33,20,76,0.08,IL,1612922836
Barcelos,41.5388,-8.6151,12.0,87,75,5.14,PT,1612922836
Bud,39.447,-86.1758,-5.56,79,100,2.93,US,1612922836
Turaif,31.6725,38.6637,8.0,93,0,2.06,SA,1612922836
Urusha,54.05,122.9,-14.28,93,84,1.0,RU,1612922837
Alta Floresta,-9.8756,-56.0861,24.0,94,0,2.06,BR,1612922838
Rocha,-34.4833,-54.3333,18.4,94,22,2.97,UY,1612922838
Nishihara,26.1842,127.7558,20.0,52,75,5.14,JP,1612922254
Diffa,13.3154,12.6113,18.65,33,6,4.39,NE,1612922838
Santa Cruz de la Sierra,-17.8,-63.1667,22.0,83,90,6.69,BO,1612922770
Ardeşen,41.1911,40.9875,13.0,50,0,10.8,TR,1612922545
Alappuzha,9.49,76.3264,22.63,75,0,2.99,IN,1612922749
Petropavlovsk-Kamchatskiy,53.0452,158.6483,-1.0,80,75,5.0,RU,1612922838
Lagoa,39.05,-27.9833,14.99,87,100,5.96,PT,1612922838
Kyzyl-Suu,42.3414,78.0056,-0.13,88,98,2.84,KG,1612922838
Richards Bay,-28.783,32.0377,23.23,91,82,0.59,ZA,1612922838
Bela,25.9333,81.9833,14.22,62,99,1.61,IN,1612922839
Egvekinot,66.3167,-179.1667,-24.96,76,0,4.26,RU,1612922839
Yarmouth,41.7057,-70.2286,1.0,86,90,4.63,US,1612922839
Avarua,-21.2078,-159.775,29.0,74,20,4.63,CK,1612922839
Nizhniy Baskunchak,48.2198,46.8311,2.42,97,100,7.45,RU,1612922839
